left,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19
ajk,0.720865935087204,0.7862064838409424,0.7646312117576599,0.7528914213180542,0.7727855443954468,0.7717798054218292,0.7641654014587402,0.7046009451150894,0.6851587742567062,0.6317470520734787,0.7244025617837906,0.6999926120042801,0.6258495002985001,0.7577154040336609,0.7191349565982819,0.6782534420490265,0.6795125156641006,0.8176302015781403,0.6831113994121552,0.7864386737346649
aka,0.6983127593994141,0.6595596820116043,0.6501496434211731,0.613906629383564,0.7651887536048889,0.7137499451637268,0.7472897171974182,0.7312266379594803,0.685024231672287,0.7352104485034943,0.7524779140949249,0.6608571112155914,0.6490254402160645,0.7003959566354752,0.6591794490814209,0.6530043333768845,0.7260093688964844,0.6435201466083527,0.7274899482727051,0.7344842553138733
akg,0.6394012570381165,0.7770521938800812,0.6304925084114075,0.7918089032173157,0.7114882320165634,0.7477914541959763,0.6000591218471527,0.8037958145141602,0.6628782600164413,0.631659984588623,0.7264122068881989,0.6951793730258942,0.9067450761795044,0.7598355114459991,0.7584390342235565,0.8843670189380646,0.7436444461345673,0.7417694181203842,0.8479228317737579,0.630979984998703
alc,0.6571773290634155,0.8132401406764984,0.7085278183221817,0.7421144545078278,0.7994848191738129,0.7010887116193771,0.6844160407781601,0.8128557801246643,0.7363787889480591,0.6743695437908173,0.79250767827034,0.8610249161720276,0.8096677958965302,0.8553654253482819,0.884596973657608,0.6998039335012436,0.779496818780899,0.713374137878418,0.7585358917713165,0.8666652739048004
ali,0.7356794625520706,0.7373466640710831,0.8539125919342041,0.7351429909467697,0.62871915102005,0.6466147750616074,0.8051617443561554,0.8185143172740936,0.7203776240348816,0.6479556560516357,0.7339501678943634,0.6988380998373032,0.6518318802118301,0.6978808641433716,0.761237621307373,0.7438606917858124,0.7519027888774872,0.777614176273346,0.7431327253580093,0.6655848026275635
alt,0.6079794988036156,0.6926553100347519,0.6805462390184402,0.8307107985019684,0.8203348815441132,0.6931089609861374,0.5517049357295036,0.740063264966011,0.7054038494825363,0.7261878103017807,0.6221011728048325,0.8109775185585022,0.8514109253883362,0.5920557901263237,0.7789430916309357,0.69867143034935,0.6725121736526489,0.8010894656181335,0.7659348845481873,0.8401205539703369
alx,0.7327959984540939,0.710098385810852,0.6575929671525955,0.7448966205120087,0.687361091375351,0.6893312782049179,0.6743170619010925,0.7667052447795868,0.7809925973415375,0.6731988787651062,0.8407597541809082,0.6578879356384277,0.7116199731826782,0.8355050384998322,0.7532908320426941,0.7613593637943268,0.656112015247345,0.8247643709182739,0.7588306665420532,0.7726641595363617
aly,0.6819029599428177,0.7200718224048615,0.7504346370697021,0.6470307409763336,0.6777975410223007,0.6732430756092072,0.6969863325357437,0.6278475224971771,0.7670569121837616,0.6820570081472397,0.7047163397073746,0.6783838868141174,0.5868613421916962,0.7192554473876953,0.7424137145280838,0.7169252038002014,0.6833188533782959,0.6583315432071686,0.6886623054742813,0.6078183874487877
ama,0.7213995605707169,0.7043238133192062,0.7188938856124878,0.756971925497055,0.7552278637886047,0.6653562039136887,0.7266101539134979,0.7788404822349548,0.6672048568725586,0.7311906814575195,0.6563972383737564,0.6373712569475174,0.6163265034556389,0.6915706992149353,0.6287747025489807,0.7116509675979614,0.7003418058156967,0.7190315127372742,0.7811443209648132,0.6617985516786575
amb,0.7003790140151978,0.6079085618257523,0.6573179662227631,0.6710202693939209,0.7436262667179108,0.9084430038928986,0.6663295328617096,0.6981984525918961,0.6649913489818573,0.664091631770134,0.7178680896759033,0.676744744181633,0.6916014701128006,0.7004397958517075,0.6659214794635773,0.6742278039455414,0.7173823863267899,0.6753981411457062,0.6302815228700638,0.7280435413122177
amd,0.7240755707025528,0.6962007880210876,0.6626264750957489,0.6984498649835587,0.6594544500112534,0.6419286727905273,0.6258035153150558,0.6280624717473984,0.6630920618772507,0.6354300379753113,0.6406793892383575,0.6337632983922958,0.6442827433347702,0.7689986824989319,0.6204208210110664,0.6534172594547272,0.662555992603302,0.6448868215084076,0.6587162911891937,0.6646664589643478
amg,0.6323370635509491,0.7484602928161621,0.7022295445203781,0.784585177898407,0.6521874517202377,0.7956369519233704,0.7669007182121277,0.8058090209960938,0.7844729125499725,0.6342235803604126,0.766084223985672,0.6445184648036957,0.7651859819889069,0.7062491774559021,0.7449712455272675,0.7604633569717407,0.6709309369325638,0.7241638004779816,0.7651380002498627,0.6980906575918198
amh,0.6483575701713562,0.7578718662261963,0.6984155029058456,0.782127171754837,0.7230830639600754,0.6474300920963287,0.6785224676132202,0.6770969927310944,0.7434049397706985,0.6936441212892532,0.6916825175285339,0.7074940800666809,0.706008568406105,0.6432404518127441,0.7016457766294479,0.7394341081380844,0.7626495361328125,0.6250024437904358,0.6914838254451752,0.6862025856971741
amn,0.6556503623723984,0.7156807035207748,0.7287180423736572,0.6169465705752373,0.6294767558574677,0.6530739516019821,0.7208542972803116,0.6824973076581955,0.7512033879756927,0.680827721953392,0.7022175043821335,0.8102948665618896,0.6724290102720261,0.76803258061409,0.6453375220298767,0.6951487213373184,0.6834482103586197,0.7576323747634888,0.7065649926662445,0.7126797139644623
amq,0.7355778515338898,0.7050242722034454,0.7174547463655472,0.6721509397029877,0.7223211377859116,0.7545976042747498,0.6876932233572006,0.6726129055023193,0.7245336920022964,0.7642022967338562,0.6240439862012863,0.7618404626846313,0.7251342236995697,0.6684860587120056,0.7688910961151123,0.7256675064563751,0.7101071178913116,0.7183824628591537,0.7267703115940094,0.7256767898797989
aop,0.6613733321428299,0.6572090238332748,0.666007861495018,0.7377659976482391,0.6239003688097,0.8696349859237671,0.7616229355335236,0.644597202539444,0.6982948631048203,0.7241996973752975,0.7896837890148163,0.8137563169002533,0.6608944833278656,0.7016849964857101,0.6586009562015533,0.6431112289428711,0.797944962978363,0.7414922267198563,0.7525494694709778,0.7491791546344757
aoq,0.8195365369319916,0.6165650114417076,0.6703508943319321,0.682980090379715,0.7249511778354645,0.7811810374259949,0.6780799031257629,0.6215971857309341,0.6326667815446854,0.7581951320171356,0.6904462277889252,0.8443253636360168,0.7999204993247986,0.644459068775177,0.684066116809845,0.7626859545707703,0.7113486379384995,0.787770539522171,0.6878993660211563,0.6142043620347977
aoy,0.6202051118016243,0.7618646323680878,0.766857236623764,0.7911671102046967,0.8164902329444885,0.8399617969989777,0.5886856094002724,0.7873652279376984,0.7434383630752563,0.6704326868057251,0.8075955212116241,0.8400019705295563,0.6751624196767807,0.800811231136322,0.80698361992836,0.8077554702758789,0.7919324338436127,0.6729015111923218,0.7797951102256775,0.7832410037517548
app,0.6911850869655609,0.6952941715717316,0.7063191533088684,0.843391478061676,0.6342352479696274,0.8808606266975403,0.6177826821804047,0.6682424694299698,0.7876834571361542,0.7275563776493073,0.7340154200792313,0.7968470752239227,0.8347741663455963,0.7171923816204071,0.7101608216762543,0.6921490132808685,0.7816234529018402,0.7244996875524521,0.658322274684906,0.6915652006864548
apx,0.7375233918428421,0.6311177313327789,0.6102177947759628,0.6139848679304123,0.6059106215834618,0.705991268157959,0.672946959733963,0.6569999158382416,0.679735004901886,0.7163783758878708,0.7028412967920303,0.6497746258974075,0.6175587847828865,0.5816163346171379,0.7921945154666901,0.711829662322998,0.7091982513666153,0.5866386964917183,0.7490836679935455,0.7720869779586792
aqd,0.7394745051860809,0.6353525817394257,0.717353492975235,0.6997984051704407,0.6869111210107803,0.7378500998020172,0.6782630085945129,0.7793850600719452,0.7246779352426529,0.7230998128652573,0.8451773524284363,0.6501781642436981,0.7714060842990875,0.7592659890651703,0.7625464498996735,0.7908895611763,0.6326620727777481,0.6743432432413101,0.742764800786972,0.7571381628513336
aqt,0.6997818201780319,0.7003681063652039,0.7506804764270782,0.714865431189537,0.7459131628274918,0.7143756300210953,0.7301620543003082,0.7313341647386551,0.7293762564659119,0.7075864374637604,0.7081949710845947,0.6755430698394775,0.7085354328155518,0.733261838555336,0.6682975143194199,0.7154949307441711,0.6963664591312408,0.6769450008869171,0.6554880887269974,0.77280393242836
ara,0.7127814292907715,0.6197732836008072,0.7162149548530579,0.7229816168546677,0.620500348508358,0.6839188635349274,0.6608100086450577,0.697381317615509,0.6357274949550629,0.6955173462629318,0.712042897939682,0.7183104157447815,0.6814820468425751,0.7495341300964355,0.7171488851308823,0.6830142140388489,0.6700662523508072,0.6835170686244965,0.7214169651269913,0.702765628695488
arq,0.7233943194150925,0.7147263735532761,0.6972735524177551,0.7418181747198105,0.7121903300285339,0.7489088624715805,0.6970397979021072,0.7431540340185165,0.7314321249723434,0.7371120452880859,0.7104641199111938,0.6359972357749939,0.698821485042572,0.7278596013784409,0.7027727365493774,0.8043400347232819,0.7069602161645889,0.730725035071373,0.7002948522567749,0.7360836863517761
aru,0.6970244497060776,0.8266749680042267,0.8150391280651093,0.688690572977066,0.7151680141687393,0.677864134311676,0.7501400113105774,0.7830709517002106,0.7667887508869171,0.7804287075996399,0.6844345480203629,0.8597360551357269,0.826957106590271,0.7544097006320953,0.7907527983188629,0.7970650792121887,0.694644570350647,0.8371419012546539,0.6768105775117874,0.7096689641475677
asf,0.6680640429258347,0.6643649339675903,0.7078490704298019,0.6753718554973602,0.6773844212293625,0.6748128235340118,0.6703899055719376,0.6596660614013672,0.6724161803722382,0.6850539594888687,0.6570309698581696,0.659695953130722,0.6942214667797089,0.6643856018781662,0.7030836194753647,0.6818991750478745,0.6761798113584518,0.6406994313001633,0.6551218032836914,0.6376107484102249
ass,0.72872693836689,0.6306805312633514,0.6730936765670776,0.6861632615327835,0.6375497728586197,0.8554013669490814,0.7710734605789185,0.7386860102415085,0.6548549681901932,0.7555486559867859,0.6779932975769043,0.698434591293335,0.7860101163387299,0.7944378852844238,0.7335836440324783,0.8012530505657196,0.6733444184064865,0.6600368171930313,0.7443935424089432,0.8202104270458221
ate,0.7000277489423752,0.729380264878273,0.677249401807785,0.6693171858787537,0.6938080340623856,0.6837111264467239,0.6941219568252563,0.6189257875084877,0.6490548998117447,0.6821371465921402,0.6834531724452972,0.6664054840803146,0.652866467833519,0.7036114186048508,0.656553253531456,0.7635655701160431,0.6942236870527267,0.7659834623336792,0.6369108706712723,0.6481122225522995
atf,0.6872777342796326,0.625185027718544,0.748717650771141,0.7446839809417725,0.6831620931625366,0.7097429931163788,0.6966333240270615,0.7140858620405197,0.7444655895233154,0.6815508902072906,0.6974441260099411,0.559265524148941,0.6610414832830429,0.7505962550640106,0.6890567094087601,0.6619481295347214,0.7515280842781067,0.7577930092811584,0.8320928812026978,0.7415453046560287
atj,0.7931191623210907,0.7285376787185669,0.7144685387611389,0.7514089643955231,0.7082480639219284,0.6704604178667068,0.7513997852802277,0.6665811985731125,0.736343264579773,0.7926845848560333,0.7345209568738937,0.6790758222341537,0.8155066967010498,0.7545798718929291,0.7340233772993088,0.7701238989830017,0.7576414942741394,0.63381427526474,0.7417686283588409,0.7423588633537292
atv,0.6671167016029358,0.7176979333162308,0.7782368063926697,0.6455840915441513,0.6609941273927689,0.6426963955163956,0.6729271709918976,0.6462627947330475,0.6985498070716858,0.6556115448474884,0.8335034847259521,0.6690846383571625,0.636114627122879,0.8133214116096497,0.6274720430374146,0.6701564490795135,0.6181850805878639,0.8042919039726257,0.6612638384103775,0.6669053584337234
auc,0.8861284554004669,0.6308785974979401,0.644075021147728,0.6636951714754105,0.6458262652158737,0.8246378004550934,0.7452278286218643,0.5957805514335632,0.6766580939292908,0.8461622297763824,0.8141826093196869,0.8017900884151459,0.8117203116416931,0.6551617234945297,0.6722487062215805,0.716369092464447,0.8468961715698242,0.7840598523616791,0.6549463421106339,0.8197303116321564
aul,0.7742025256156921,0.7524176836013794,0.7700226902961731,0.627697691321373,0.6966600269079208,0.7167006582021713,0.6843560039997101,0.7250013947486877,0.6920929104089737,0.6714709103107452,0.656402662396431,0.6519107818603516,0.6426646262407303,0.7933665812015533,0.699144035577774,0.7325593084096909,0.7433832287788391,0.7142476886510849,0.7048394680023193,0.7340061068534851
avp,0.7510022521018982,0.699065700173378,0.6825999170541763,0.7023269236087799,0.6406409591436386,0.7265607416629791,0.7721785306930542,0.6738548874855042,0.7539145052433014,0.7363827526569366,0.6473120450973511,0.776914119720459,0.6843621879816055,0.7808303833007812,0.8095815181732178,0.6371926665306091,0.7612838745117188,0.6788363754749298,0.7422874420881271,0.769292801618576
awk,0.7688330113887787,0.6403848230838776,0.7708377838134766,0.788908988237381,0.7717623114585876,0.6759162545204163,0.7227964699268341,0.6328711658716202,0.7996617257595062,0.7554846405982971,0.6368517726659775,0.7511350512504578,0.7436177432537079,0.8251404464244843,0.6354465186595917,0.8461130857467651,0.7863821685314178,0.7029751837253571,0.8044725358486176,0.6816099137067795
awp,0.6476146727800369,0.6944180428981781,0.6219082549214363,0.6513815075159073,0.5921135768294334,0.7271997630596161,0.6458175033330917,0.707303375005722,0.8065255582332611,0.6301077008247375,0.6500424444675446,0.6212384477257729,0.6571582108736038,0.6179830878973007,0.6527491211891174,0.677698016166687,0.7159480452537537,0.6565279960632324,0.6560670286417007,0.6420971602201462
awu,0.6476943492889404,0.8053823411464691,0.6781062632799149,0.7510143220424652,0.8242773711681366,0.7472435683012009,0.6619056016206741,0.7518462836742401,0.5897374600172043,0.6470344513654709,0.7015077620744705,0.6808061450719833,0.6652506440877914,0.8242710828781128,0.7252399027347565,0.699214905500412,0.7249707728624344,0.7270320951938629,0.6768348664045334,0.8022079169750214
axn,0.7492341101169586,0.7302576452493668,0.7910802662372589,0.6786165833473206,0.6695031374692917,0.5986985564231873,0.7930387854576111,0.7622457146644592,0.7811032235622406,0.7570005357265472,0.6541049033403397,0.8052753508090973,0.7218488454818726,0.772375226020813,0.7213105261325836,0.7312194108963013,0.8142983019351959,0.7473948448896408,0.7866919934749603,0.834073007106781
axo,0.6421257704496384,0.623763345181942,0.6093106344342232,0.6254576146602631,0.6180044487118721,0.6050759926438332,0.6393075734376907,0.6272929906845093,0.613556869328022,0.6299030035734177,0.6409752368927002,0.6572014093399048,0.6201192513108253,0.6241287887096405,0.6486052125692368,0.6418837606906891,0.6505439430475235,0.5734213888645172,0.8403293490409851,0.6251189708709717
axp,0.704995796084404,0.7246572971343994,0.6919312179088593,0.7277292013168335,0.6908979415893555,0.7801820337772369,0.6996213048696518,0.6799982190132141,0.6733474731445312,0.7313386052846909,0.6695811301469803,0.7684250175952911,0.6637806445360184,0.6748495548963547,0.6826426535844803,0.6977902054786682,0.7060317248106003,0.704805999994278,0.7356162816286087,0.7357205450534821
ayc,0.763378381729126,0.7354264259338379,0.7809134125709534,0.7583428025245667,0.7359144389629364,0.728868842124939,0.6933578252792358,0.7821760773658752,0.7273398488759995,0.7402771264314651,0.7909556925296783,0.7937689125537872,0.6872275918722153,0.8280995488166809,0.8269588947296143,0.7475924044847488,0.7528864443302155,0.6614286750555038,0.735393762588501,0.6710949391126633
ayg,0.7863836288452148,0.7029488831758499,0.643899142742157,0.8068312406539917,0.729547381401062,0.717122882604599,0.7167974561452866,0.8401054441928864,0.6507496982812881,0.6689122170209885,0.6643723845481873,0.7858002781867981,0.7072388976812363,0.6819591671228409,0.8192341327667236,0.6428059935569763,0.7816697061061859,0.8329121470451355,0.8006770312786102,0.8269593715667725
azb,0.7953129410743713,0.7606176435947418,0.7475124001502991,0.8301509916782379,0.8084166646003723,0.8278221189975739,0.6807230412960052,0.7469789534807205,0.7056386321783066,0.6647733896970749,0.7314976453781128,0.6748781204223633,0.6755994856357574,0.7238577157258987,0.7081193923950195,0.7425282001495361,0.6571947038173676,0.8002868592739105,0.717468336224556,0.7491208612918854
azo,0.7712341248989105,0.7307553589344025,0.6748810112476349,0.6876108944416046,0.6186836808919907,0.8708910942077637,0.7905440032482147,0.8142479360103607,0.7470824122428894,0.6333300769329071,0.7688917219638824,0.6688089668750763,0.8469795882701874,0.7134202569723129,0.6669381111860275,0.7125997990369797,0.8253411948680878,0.7277888357639313,0.6674394607543945,0.8095860183238983
ban,0.7561170756816864,0.8075399100780487,0.7945181131362915,0.7901894152164459,0.7413571923971176,0.6798978000879288,0.6949916929006577,0.7673471868038177,0.6547771692276001,0.8020631372928619,0.6846360713243484,0.7815344631671906,0.8383020758628845,0.7841560244560242,0.7764661014080048,0.7468526363372803,0.6476186662912369,0.7231124043464661,0.7879564762115479,0.6690468490123749
bao,0.6513296216726303,0.6777202934026718,0.691813737154007,0.6871726810932159,0.7273759692907333,0.6290188282728195,0.6566578298807144,0.6919528692960739,0.6697114408016205,0.7018852531909943,0.6465152651071548,0.7130486965179443,0.6277140229940414,0.693109542131424,0.6538117974996567,0.7127009332180023,0.686301663517952,0.7219306379556656,0.6614130586385727,0.6785695403814316
bar,0.6947672069072723,0.685982882976532,0.7178171575069427,0.6514990329742432,0.7145457118749619,0.7693806290626526,0.7175988256931305,0.6821289658546448,0.6533955931663513,0.6538038998842239,0.6595563292503357,0.6694812625646591,0.7036850452423096,0.6624493151903152,0.6591876596212387,0.704852968454361,0.6806890368461609,0.6791503876447678,0.6338514238595963,0.7363206744194031
bas,0.7498666495084763,0.7890848517417908,0.7579694390296936,0.7881010472774506,0.6585135459899902,0.7858556509017944,0.6318734586238861,0.7605458498001099,0.7534040212631226,0.6473806351423264,0.7342517375946045,0.7576753795146942,0.7553904354572296,0.7771725356578827,0.809902012348175,0.6525813341140747,0.7600389122962952,0.6755792200565338,0.6723370105028152,0.6542315483093262
bbn,0.7012308835983276,0.6926265954971313,0.7745846211910248,0.6214791983366013,0.8241102397441864,0.7787558436393738,0.7923395037651062,0.6495743244886398,0.6772195100784302,0.670042097568512,0.6398665904998779,0.6084058806300163,0.6378444582223892,0.7140008062124252,0.6664608418941498,0.71595099568367,0.8321917355060577,0.771147757768631,0.8475493788719177,0.6448973417282104
bbt,0.6571192741394043,0.6842503100633621,0.6494908183813095,0.6516632437705994,0.8123874068260193,0.7278759926557541,0.6659775823354721,0.6343928277492523,0.755757063627243,0.6921789348125458,0.9207143485546112,0.681411549448967,0.7118656933307648,0.8105599880218506,0.7389190793037415,0.664407029747963,0.6027742698788643,0.7180573046207428,0.7160091400146484,0.7906688749790192
bcf,0.6515990495681763,0.7073391228914261,0.7383342981338501,0.6476105898618698,0.6655541360378265,0.6528262346982956,0.8341882526874542,0.7915260791778564,0.6983512789011002,0.6542064845561981,0.8878253102302551,0.6959912925958633,0.7583127319812775,0.7308769077062607,0.6648178100585938,0.808170348405838,0.6663493067026138,0.7738621830940247,0.8026387989521027,0.6426644176244736
bcg,0.846628338098526,0.7146722972393036,0.7497312128543854,0.7123242169618607,0.6642364412546158,0.6949051320552826,0.7533405423164368,0.7662866711616516,0.7669883370399475,0.7710641324520111,0.7781364619731903,0.7227550745010376,0.7750923037528992,0.7152093350887299,0.7488200664520264,0.6265927106142044,0.6216375082731247,0.696164608001709,0.7430130988359451,0.7391022592782974
bci,0.7441562116146088,0.8457081615924835,0.8403588533401489,0.713214635848999,0.7635943591594696,0.6625084429979324,0.6821431219577789,0.6675616204738617,0.6388252079486847,0.7114990204572678,0.7472059577703476,0.6667657345533371,0.6554227620363235,0.8055976033210754,0.7414674460887909,0.7092506438493729,0.6433823555707932,0.7939415872097015,0.7390869706869125,0.6514847576618195
bcj,0.6844967901706696,0.7052573263645172,0.692382276058197,0.6910974234342575,0.6562769711017609,0.7068279534578323,0.7500779926776886,0.6778418719768524,0.6776542961597443,0.7377825230360031,0.7108606249094009,0.7651143372058868,0.7124442905187607,0.6931770741939545,0.6320213973522186,0.6324164122343063,0.746892586350441,0.7262214720249176,0.6268487423658371,0.6573679894208908
bcn,0.6826713234186172,0.6005452647805214,0.6561998426914215,0.8801962435245514,0.773393303155899,0.6333492994308472,0.8087885975837708,0.7391469478607178,0.8113571107387543,0.7112863957881927,0.6237015202641487,0.8059639930725098,0.8232581913471222,0.725817933678627,0.8434835970401764,0.7247749269008636,0.7453575730323792,0.6757193207740784,0.6320561766624451,0.7711455225944519
bcw,0.6776823550462723,0.6682121157646179,0.5968654453754425,0.7422363311052322,0.6938281357288361,0.746047630906105,0.7492608726024628,0.7894367873668671,0.7262658327817917,0.7321332395076752,0.687729999423027,0.7020510286092758,0.7495673447847366,0.7420313954353333,0.7042907178401947,0.6685307174921036,0.7046248316764832,0.7504750788211823,0.7269106209278107,0.7908899188041687
